geneNames	GSM878095	GSM878096	GSM878097	GSM878098	GSM878099	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
ACSM5	127.9	124.7	219.833333333333	109.666666666667	129.633333333333	167.5	281.666666666667	198.6	210.833333333333	202.3
ACSS1	30.52	76.8	65.24	61.36	78.3	59.46	123.98	62.66	74.22	76.12
ACSS2	918.6	1122.7	645.5	763.1	554.8	744.4	1129.1	558.6	791.6	861.8
ACSS3	1023.05	880.45	1302.65	960.75	579.85	659.75	1059.9	1109.8	1359.4	1050.15
ACTA1	89.9	34.7	46.5	79.5	213.2	18.1	436.7	35.8	58.6	143.2
ACTA2	30124.15	22341.75	29730.25	24538.95	43585.4	31624.95	30150	37444.6	19134.6	39066.9
ACTA2-AS1	287.2	96.9	268.2	282.9	333.5	8.8	321.2	179.3	18.6	146.9
ACTB	80199.5833333333	63487.8833333333	61572.5	58727.5166666667	89962.7	91457.95	95996.9333333333	96860.8166666667	100695.15	86176.9166666667
ACTC1	1350.5	627.1	1267.4	1721.3	2527.4	1920.7	1561.1	551.3	770.2	844.9
ACTG2	172.55	425.4	221.25	132.1	3066	327.05	911.5	271.75	169.35	669.9
ACTL10	291.1	202.1	236.7	244.9	250.9	37.1	467.6	37.5	180.2	269
ACTL6A	2650.7	2807.9	3048.9	3139.3	3401.6	2245.5	2017.1	2171.3	2598.6	2865.4
ACTL6B	26.3	13	7	7.1	24.8	15.15	111.05	12.55	20.35	11.9
ACTL7A	17.5	23	27.7	8.3	9.1	21.8	904	28.7	28.1	37.4
ACTL7B	46.1	57	40.3	22.6	57.4	124.5	83	150.8	107.5	43.1
ACTL8	27.7	20.3	30.3	24.8	30.5	72.2	354.3	30.6	36.2	80.9
ACTL9	140.8	132	10.1	129.7	152.1	6	131.7	215.8	229.5	114.3
ACTN1	23686.625	25174.575	16087.725	14649.325	27030.6	34073.425	29371.875	31389.25	25692.225	33225.25
ACTN2	32.775	74.375	78.4	40.025	65.925	49.7	171.4	109.25	77.15	57.775
ACTN3	150.8	297.2	129	209	161.7	399.7	892	215.5	105.9	42
ACTN4	9886.7	11342.4	4419.2	4846.1	10926.4	18546.1	12227.1	23343.1	7798.2	24080.6
ACTR10	11539.2	12174.3	10372.4	10373.7	15644.1	8329.2	8418.6	9677.1	8795.9	9598.8
ACTR1A	3889.55	4947.25	5637.2	4508.2	5163.65	3630.55	2803.3	5000.4	2626.95	4549.25
ACTR1B	2403.6	4562.6	1941.7	1857.3	2558.4	5072.9	6167.5	3605.3	5180.4	4190.8
ACTR2	7707.21428571429	8809.68571428571	10776.9571428571	6412.52857142857	12335.8571428571	7715.45714285714	7201.95714285714	8442.37142857143	8988.17142857143	10327.9285714286
ACTR3	13162.54	17058.7	13337.18	12501.06	18626.54	11036.24	12124.78	15052.08	12211.12	14620.06
ACTR3B	567.75	643	545.3	581.9	486.55	816.1	502.8	333.45	982.75	450.8
ACTR3BP2	173.9	107.6	142.8	93.2	289.6	61.4	365.5	134	180.9	28.7
ACTR3C	90	134.8	64.7	20.7	110.8	46.2	125.9	115.1	5.5	146.9
ACTR5	446.65	492.05	327.55	376.05	359	317.15	777.75	339.2	397.05	370.95
ACTR6	1681.8	1498.3	2112.15	2188.75	1719.45	1923.4	1925.85	1740.1	1933.5	1638.35
ACTR8	1268.3	1332.3	1241.85	1407.75	1052.45	1089.3	964.95	960.55	1100.35	796.5
ACTRT2	9.7	8.1	6.5	10.3	15.3	21	194.5	16.3	32.7	19.4
ACTRT3	481.5	220.4	283.3	322.9	474	333.7	156.8	311.8	156.9	156.7
ACVR1	5955.8	7111.9	4913.4	5396.7	7361.3	6370.4	4678.8	5555	7959	7007.1
ACVR1B	420.85	343.65	420.566666666667	384.366666666667	328.466666666667	340.183333333333	555.533333333333	336.8	350.183333333333	474.166666666667
ACVR1C	173.4	102.25	126.85	204.2	192.2	70.05	225.95	197	243.5	91.85
ACVR2A	1594.9	2162.35	1556.45	2253.2	1108	3144.05	1762.1	1813.6	1599.95	2535.05
ACVR2B	202.733333333333	184.966666666667	111.633333333333	141.5	120.066666666667	197.5	404.966666666667	188.933333333333	316.666666666667	123.633333333333
ACVR2B-AS1	80.1	127	105.6	90	17.8	15.5	138.6	31.7	65.4	227.9
ACVRL1	92.7	166.8	208.05	241.05	209.35	201.05	325.45	122.75	108.5	120.2
ACY1	9.1	111.8	29.6	13.2	16.1	30.1	780.7	25	137.7	84.2
ACY3	49.25	95.25	59.95	50.7	66.25	53.8	255.75	65.4	17.2	83.8
ACYP1	893.8	793.8	1961.5	2167.8	1669.3	796.7	1128.5	1608.1	1485.8	1624.2
ADA	1044.05	627.85	1182.55	870.6	461.45	1611.1	801.05	993.5	1224.15	724.55
ADAD1	76.85	150.7	94.6	134.5	159.2	144.3	485.95	73.05	170.9	90.15
ADAD2	126.3	122.1	106.3	91.2	163.2	157.4	255.9	76.5	151.4	94.4
ADAL	276.7	291.733333333333	298.066666666667	335.766666666667	358.666666666667	223.166666666667	344.066666666667	274.2	291.966666666667	207.7
ADAM10	4358	5436.86666666667	7187.9	6421.8	7207.13333333333	4476.03333333333	3092.7	4910	3871.23333333333	4723.26666666667
ADAM11	55.9	48.35	35.5	73.05	25.3	75.6	192.75	97.05	106.15	99.7
ADAM12	5381.98	11038.18	6151.82	11119.66	8169.48	6089.64	4619.76	5496.78	3721.98	8017.22
ADAM15	1516.5	2375.1	1242.9	1559.3	1200.75	2365.95	2467.45	2281.7	2947.75	2457.35
ADAM17	1556.06666666667	1828.9	1930.43333333333	1688.7	1410.03333333333	2219.86666666667	2437.86666666667	1831.83333333333	1762.83333333333	2060.7
ADAM18	89.8	16.05	62.5	29.6	54.7	108.4	115.55	44.95	166.75	49.3
ADAM19	849	1295.95	606	674.5	1169.25	1549.25	1760.45	854.1	798	1105.6
ADAM2	9.3	12.9	79.6	78.2	43.1	55.7	87.1	12.8	82.3	51.7
ADAM20	12.25	113.25	36.35	14.45	47.8	87.35	195.05	100.05	15.9	76.1
ADAM21	126.65	62.25	100.1	28.95	76	33.9	130.7	58.9	126.2	43.4
ADAM22	62.9875	70.2625	39.475	69.6125	48.2375	71.1125	196.2375	97.225	75.75	44.9125
ADAM23	97.425	98.325	72.625	224.5	61.975	67.6	194.025	122.725	75.9	103.375
ADAM28	160.325	49.35	31.025	43.675	45.025	114.475	292.3	114.475	85.4	98.375
ADAM30	50.15	11.75	36.35	15.5	22.6	9	85.9	98.15	130	56.7
ADAM32	156.9	74.4	228.1	306.1	116.7	177.6	247.2	227.5	129.9	104.4
ADAM33	452.85	301.8	240.8	560.4	112.7	411.05	1204.55	363.35	32.6	114.95
ADAM3A	44.1	35.3	30.8	22.6	6.5	133.7	304.2	117.4	115.8	20.2
ADAM5	79.05	86.85	84.7	64.5	131.8	66	552.3	70.9	140.95	142.6
ADAM6	116.2	173.3	82.9	21.4	115.3	257.7	162.1	132.7	137	83.5
ADAM7	26.9	30.6	5.7	13	17.7	36	89.7	29.4333333333333	19.9666666666667	75
ADAM8	79.3	25.85	97.1	74.85	79.7	89.8	94.15	114	98.4	54.5
ADAM9	11696.5666666667	10191.3	12943.5666666667	10929.7	14472.8	8206.06666666667	7554.7	12906.2333333333	8504.2	9925.93333333333
ADAMDEC1	59.1	82.7	27.2	197.6	304.9	146.6	254.8	33.9	290	143.7
ADAMTS1	22500.05	16161.7	24705.85	26552.65	12678.5	21543.95	11533.65	31332.55	27697.75	22536.8
ADAMTS10	243.55	399.55	328.6	295.55	348.25	503.55	143.75	221.85	373.9	386.25
ADAMTS12	1205.3	1260	706.25	1907.75	3830.9	1381.45	1655	1857.45	405.95	1418.1
ADAMTS13	262.8	392.15	184.4	359.95	399.8	337.6	183.95	303.5	312.1	258.35
ADAMTS14	254.2	269.4	248.3	204.2	276	396.6	122.1	496.3	139	110.8
ADAMTS15	205.3	109	217.65	386.55	104.6	113.85	477.95	172.9	106.55	130.85
ADAMTS16	62.9	57.2	8.2	66.9	12.7	13.5	138.3	19.9	22	61.1
ADAMTS17	87.2666666666667	57.5	147.633333333333	98.5666666666667	103.6	57.3333333333333	330.266666666667	73.1	142.866666666667	79.0333333333333
ADAMTS18	116.95	138.5	141.55	124.7	94.5	206.15	321.05	145.85	161.1	134.65
ADAMTS19	31.9	21.75	45	5.85	12.65	54	199.55	94.25	25.85	55.8
ADAMTS2	7774.43333333333	6186.73333333333	12143.8666666667	11478.1333333333	10020.7666666667	15342.8666666667	12011	12718.7	10740.7666666667	14977.6666666667
ADAMTS20	39.55	36.25	43.95	21.45	54.3	97.9	108.55	47.35	49.9	20.6
ADAMTS3	219.2	161.5	463.6	1602.5	89.2	191.6	302.5	158.3	269.5	269.4
ADAMTS4	371.2	319.2	169.5	246.2	147.5	238.5	243.2	272	330.8	353.5
ADAMTS5	5507.775	2832	4051	6653.175	890.775	3883.15	4164.925	3692.6	6000.775	3837.95
ADAMTS6	1348.7	2311.36666666667	969.833333333333	1229	1686.1	1255.03333333333	1562.1	910.4	1043.66666666667	908.733333333333
ADAMTS7	120.866666666667	130.1	97.8666666666667	138.666666666667	116.7	261.5	316.4	473.9	237.5	308.033333333333
ADAMTS8	60.5666666666667	121.133333333333	77.9	75.0333333333333	34.1333333333333	68.6666666666667	339.233333333333	42.1333333333333	82	23.2
ADAMTS9	60.85	80.525	91.475	99.575	61.075	70.8	177.875	77.275	176.75	151.7
ADAMTS9-AS2	179.32	119.7	75.36	63.16	63.48	183.94	353.36	52.68	288.7	138.1
ADAMTSL1	1048.88333333333	1299.03333333333	1047.43333333333	1673.86666666667	765.783333333333	970.183333333333	738.283333333333	859.7	707.416666666667	1273.35
ADAMTSL2	5.9	7.6	15.8	7.3	8.6	18	67.3	8.5	9.7	17.8
ADAMTSL3	76.25	36.8	106.2	40.9	56.3	55.35	317.05	41.35	66	82.25
ADAMTSL4	1148.25	738.05	483.15	884.7	211.85	3653.15	850.9	1654.15	734.9	1341.3
ADAMTSL5	69.8	251.7	124.8	13.6	29.9	183.8	91	138.1	132.9	46.3
ADAP1	301.1	407.95	266.65	235.65	350.8	341.85	747.5	340.3	293.6	287.6
ADAP2	105.45	146.6	112.25	155.75	43.45	65	129.75	47.15	62	49.3
ADAR	10837.2	8233.3	10934.1	12622.1	8924.1	11707.4	6442.1	10303.1	7552.5	8741.5
ADARB1	574.56	424.2	902.06	635.98	979.48	800.82	733.8	396.96	445.54	643.46
ADARB2	52.1	22.15	29.75	22.85	41.1	74.6	123.85	22.95	36.35	35.2
ADARB2-AS1	222	356.6	129.6	107.5	135.8	178.4	440.4	245.7	67.4	142.1
ADAT1	733.1	485.2	610.2	422.4	1266.8	685.8	572.1	796.1	618.4	944.2
ADAT2	191.85	155.95	173.05	202.45	256	248.15	166.9	171.8	213.5	223.5
ADAT3	603.35	703.6	367.95	329.35	540.4	502.5	1264.3	587.25	592.65	575.75
ADCK1	295.4	459.8	144.4	292.9	464.5	387.7	410.1	478.2	47.5	403.3
ADCK2	808.825	1000.075	960.45	659	528.85	1010.325	1217.775	965.175	961.925	965.85
ADCK3	581.25	399.4	329.65	479.6	330.4	613.6	932.6	409.1	641.95	514.6
ADCK4	177.95	285	304	247.05	295.95	235.1	503.15	219.05	245.9	302.4
ADCK5	15.1	149.1	111.7	138.4	88.7	228.9	74.8	203.3	43.9	191.7
ADCY1	59.62	95.52	28.56	41.54	26.04	38.74	161.64	70.72	98.42	83.6
ADCY10	10.1	51.75	56.25	30.2	82.95	111.45	234.5	61.45	14.55	58.55
ADCY10P1	91.95	110.7	128.3	88.55	58.15	145	251.05	126.05	246.1	112.95
ADCY2	109.266666666667	175.4	133.833333333333	144.066666666667	97.4333333333333	119.4	468.866666666667	79.9666666666667	229.1	151.4
ADCY3	958.3	1319.45	1229.25	1027.7	819.95	1123.45	1207.15	741.05	794.75	1054.4
ADCY4	829.8	615.1	1118.5	984.1	507.8	1604.5	1557.1	2266.3	525.2	548
ADCY5	83.85	254.15	86.75	36.35	47.65	52.15	109.95	134.05	61.9	224.85
ADCY6	1406.1	1684.8	1737.3	1657.1	1299.4	2863.5	2075	2627.3	2462.3	2478.5
ADCY7	1419.25	1540	1786.35	1670.05	1968.8	1398	995.75	2094.9	669.5	1112.2
ADCY8	61.6	15	10.3	93.3	8.1	95.8	99.2	10.8	9.8	5.5
ADCY9	1212.7	1065.7	1144.43333333333	1524.4	1064.4	1308.4	1102.96666666667	1760	1120.8	1371.36666666667
ADCYAP1	23.15	21.5	13.1	26.55	66	18.7	105.85	67.4	20.55	78.65
ADCYAP1R1	108.95	143.5	126.8	171.3	62.85	74.25	161.4	63.7	140.8	93.45
ADD1	3716.425	4179.775	2908.475	2966.4	3204.85	3585.975	3047.275	4516	2690.65	3924.75
ADD2	111.15	151.333333333333	73.8833333333333	74.5666666666667	98.7166666666667	161.15	189.5	96.5333333333333	133.366666666667	151.433333333333
ADD3	22149.875	16474.3	28823.85	21780.225	14503.725	12315.55	7313.65	26581.25	22548.175	18875.75
ADD3-AS1	115.066666666667	64.2666666666667	124.433333333333	102.633333333333	89.1666666666667	54.0666666666667	164.466666666667	59.1666666666667	111.8	157.4
ADGB	52.5	12.3	48.2	53.2	84	110	206.8	9.4	7.8	106
ADH1A	52.4	7.9	73.8	113.3	88.8	12.1	66.9	136.6	85.4	48.2
ADH1B	49.9	18.8	33.3	261.525	25.3	83.6	221.25	51.05	62.625	101
ADH1C	11.2	20.6	13.9	77.2	8.3	7.5	242.6	6.9	31	177
ADH4	137.65	59.5	91.75	89	60.95	76.975	89.075	66.575	113.1	52.6
ADH5	10975.8	7260.75	8808.95	12546.6	12375	8007.9	9871.7	8384.25	7651.6	9701.7
ADH6	56.75	62.6	26.9	11.85	59	22.15	137.9	142.5	49.55	34.4
ADH7	93.3	204.7	88	123.7	93.8	129.6	70.9	191.4	113.3	4.9
ADHFE1	429.2	420.2	443.1	594.3	359.8	614.2	826.1	512.1	456.5	486.3
ADI1	2701.26666666667	5402.83333333333	6654.1	5101.3	5996	1846.9	1197.96666666667	4042.66666666667	1653.36666666667	1804.13333333333
ADIG	149.75	65.9	57.4	31.55	246.45	254.15	376.55	136.9	240.95	113.6
ADIPOQ	71.8	64.5	3.5	91.3	76.4	24.6	73.5	10.5	85.6	89.9
ADIPOR1	4279.2	3962.5	4306	4609.8	4652.2	5410.5	5341.3	6992.9	6148.3	6078.5
ADIPOR2	2612.3	3032.6	2344.8	2481.3	3210.1	2026.4	3830.2	3029.1	2520.3	3363.7
ADIRF	3761.4	495.4	11569.8	7138.3	447.4	845.4	523.1	3288.3	727.2	1216.2
ADIRF-AS1	251	340.9	260.9	206.7	181.2	186.6	428.1	82.3	465	184.6
ADK	2441.95	2024.3	3447.55	3000.1	3536.45	1790.45	2337.8	2709.25	2518.95	2554.75
ADM	35036.4	14674.5	16021.8	47118.3	26800.6	60735.8	47330.3	37458.8	51368	34113.5
ADM2	403	719.1	96.3	87.3	35.1	875.3	150.2	277.9	387.4	432.5
ADM5	19.5	28.2	23.2	34.1	37.3	60.8	116.4	21.3	77.8	29
ADNP	3884.9	4913.75	3420	3468.1	3951.65	3837.6	3721.2	3407.7	3787.45	4100.7
ADNP2	2537.85	1522.4	1405.65	1418.85	1269.85	1661.25	1553.05	1238.25	1550.5	1261.1
ADO	3396.75	3136.7	3424.9	2688.4	3350.65	3575.65	2582.75	3661.05	3914.2	3444.5
ADORA1	326.6	222.4	205.8	302.2	313.15	195	264.2	257.15	346.9	156.2
ADORA2A-AS1	26.75	25.2	15.6	12.55	14.3	19	172.4	23.65	33.6	17.05
ADORA2B	1207.9	1666	829.9	827.8	982.2	1664.5	2244.7	1131.5	1600.2	1254.2
ADORA3	117.6	50.2	28.8	39.7	47.7	100.15	174.8	8.05	66.4	34.95
ADPGK	1467	1895.15	1745.75	2071.65	1876.95	1497.65	1534.3	2021.9	2061.65	1668.7
ADPRH	281.866666666667	345.733333333333	543.166666666667	273.366666666667	389.333333333333	339.033333333333	354.533333333333	581.233333333333	303.9	364.333333333333
ADPRHL1	321.45	300.7	69.6	163.45	353.35	469.9	863.5	181.1	254.4	314.3
ADPRHL2	3022.8	3033.2	2394.6	2500.8	2917.8	4728.9	3476	2483.8	2848.7	2443.7
ADPRM	1339.2	1204.5	1220.65	1518.1	1371	845.5	1929.15	1200.9	2197.8	1298.35
ADRA1A	56.225	14.9	64.85	41.425	66.45	99.475	105.125	64.85	92.75	69.625
ADRA1B	91.6	40.2	79.3	31.4	17.3	46.9	62.4	46.5	23.1	90.6
ADRA1D	59.9	17.6	31.4	11.7	76.25	131.65	142.95	132.6	32.75	156
ADRA2A	89.9	101.1	205.7	975.7	12.2	61.6	76.6	39.9	16.8	27.8
ADRA2B	108.8	247.8	110.4	83.9	100.3	194.6	381.9	455.6	186.8	94.4
ADRA2C	141.1	24	126.7	184.1	291.9	409.1	681.6	263.2	346	155.1
ADRB1	16.4333333333333	42.2666666666667	57.2666666666667	19.4666666666667	57.5666666666667	64.5	189.333333333333	13.3	24.5	39.2
ADRB2	170.2	94.4	206.8	408.9	130.9	33.3	373.1	376.6	39	110
ADRB3	51.35	16.05	22.8	16.1	30.7	87.9	83.8	25.8	36.85	47.8
ADRBK1	437.666666666667	643.633333333333	427.2	395.433333333333	410.133333333333	565.233333333333	785.566666666667	601.2	652.3	748.966666666667
ADRBK2	370.466666666667	276.433333333333	273.4	247.3	310.966666666667	359.466666666667	922.966666666667	274.666666666667	555.6	224.5
ADRM1	3847	4429.9	3121.8	2533.3	3816.4	5152.2	5393	4735.1	3928	4396.9
ADSL	4486.9	6266.95	4085.2	3999.55	5658.65	4672	4769.4	3626.5	5871.65	5587.2
ADSS	1374.25	1684.35	2335	1926.85	2151.15	1067.45	779.1	1409.1	1243.3	1205.45
ADSSL1	1090.35	506.3	328.55	598.75	211.6	1287.8	1790.25	695	1327.7	974.35
ADTRP	183.3	299.35	210	324.85	221.3	113.5	227.45	274.4	202.4	249.2
AEBP1	11975.4	9293.9	10599.8	11193	3195.5	16173	12067.4	7742.1	9938.9	11788.7
AEBP2	1537.75	1320.4	1428.4	1629.1	1517.2	1576.65	1241.3	1025.9	1355.9	1444.3
AEN	1088.5	894.3	812.1	963.2	1267.4	789.8	542.3	756.8	1080.9	1095.4
AES	4856.7	5780.3	2606.3	2483.4	2765.3	8176	4451.6	7459.3	3135.6	4859.6
AF001548.5	18.1	174.4	114.3	180.9	60.1	157.6	344	261.9	167.3	307.3
AF007147	85	49.7	163	222.8	137.3	206.4	179.4	69.3	25.7	160.2
AF067845.1	12	9.6	31.7	19.1	98.8	68.2	46.9	108.6	135.9	88.4
AF070581	317.35	775.4	245.5	530.25	277.35	98.45	52.5	75.95	64.1	208.55
AF086184	35.7	276.9	168.5	130.8	121.3	164.1	716.6	100.2	151.6	237.3
AF090939	231.3	174.2	47.4	169.4	145.5	126.5	86.6	91.5	25.2	203.2
AF131215.4	4.7	15.6	5.6	15.1	9	90.7	62.3	3.2	11.6	11.5
AF131215.8	16.2	31.8	33.8	34.2	19.6	86.8	247.2	154	25	16.1
AF186192.1	30.7	50.4	41.1	29.7	37.5	52.8	118.5	89.9	13.3	51
AF198444	128.2	79	64.9	58.1	44.5	27	45.2	59.9	15.8	151.1
AF213884.2	57.5	541	383	514.8	322.2	620.1	621	447.3	516.6	84.2
AF279780	61.6	128.8	97.5	85.8	19.6	110.4	594.8	110.2	159.8	71.8
AF289551	20.9	94.8	94.9	96.5	128.1	75.5	105.7	20.7	12.5	10.4
AF520793	529.8	299.7	420.3	636.8	201.5	183.5	289.4	147.4	447.6	217.3
AFAP1	1823.1	2437.5	2668.9	1837.3	1918.1	1269.4	1184.8	1780.2	1165.8	1876.8
AFAP1-AS1	56.9	90.3	44.7	70.4	61.05	102.25	420.15	36.65	21.15	78.1
AFAP1L1	185.8	128.65	119.25	150.25	89.05	188.5	303.9	181.85	125.55	194.05
AFAP1L2	106.2	149	148.5	79.4	49.5	40.7	61.5	9.9	112.2	115.8
AFF1	1412.66666666667	1272.33333333333	1940.23333333333	2176.43333333333	1919.56666666667	1681.5	1781.33333333333	1682.1	1079.53333333333	1587.2
AFF2	54.4333333333333	37.2333333333333	62.3666666666667	66.3333333333333	113.166666666667	82.3333333333333	217.566666666667	97	162.066666666667	24.5
AFF3	160.9	307.583333333333	105.483333333333	487.033333333333	75	157.983333333333	218.866666666667	86.8	165.533333333333	170.433333333333
AFF4	1324.6625	1295.4	1457.6	1525.175	1532.7375	1461.775	859.1125	1190.3375	1050.5375	1306.8
AFG3L1P	269.2	285.566666666667	206.533333333333	208.433333333333	335.4	206.266666666667	300.033333333333	255.6	244.2	224.733333333333
AFG3L2	2430.06666666667	2304.66666666667	2282.3	2397.93333333333	2705.66666666667	2225.73333333333	1648.03333333333	1724.13333333333	1719.16666666667	1746.16666666667
AFM	97.7	57.1	87.6	97	203.3	39	264.6	143.3	86.9	22
AFMID	92.7	22.7	14.4	68.6	85.8	55.7	265.1	16.1	10	122.6
AFP	202.2	225.8	181.3	186.2	220.4	234.1	565.9	83.3	28.4	265.9
AFTPH	2049.3	2271.1	1852.1	1913.45	2046.5	2020.85	1952.5	1909.4	1874.9	1978.95
AGA	2517.06666666667	3521.4	4176.33333333333	3043.4	1983.8	1355.1	1930.4	1425.46666666667	2514.56666666667	1540.23333333333
AGAP1	1136.8	886.2	570.933333333333	856.866666666667	471.466666666667	924.166666666667	889.833333333333	703.066666666667	1061.3	696.8
AGAP11	26.45	31.15	89.55	77.3	11.6	43.75	112.05	77.85	61.7	32.55
AGAP2	94.8333333333333	86.5666666666667	78.8333333333333	18.4333333333333	110	75.7333333333333	155.4	92.6333333333333	127.3	67.9333333333333
AGAP2-AS1	859.8	1008.2	625.1	321.9	761.4	1289.2	2619.3	980.1	1637	1362.1
AGAP3	850.133333333333	938.866666666667	745.8	693.566666666667	867.933333333333	1250.56666666667	1009.16666666667	1090.73333333333	1151.8	1050.8
AGAP4	271.5	316.3	246.2	352.5	183.6	156.5	609.1	127.1	454.7	151.9
AGAP6	259.65	290.15	300.65	203.8	263.4	183.85	132	325.35	319.9	302.5
AGAP9	4.3	158.6	17.1	190.5	161.9	208.2	571.1	123.7	103.6	65.5
AGBL1	117.5	53.5	84.8	32.7	10.4	72.1	76.4	6.9	118.7	84.9
AGBL2	91.6	67.3	104.2	60	50.5	80.5	245.3	146.5	124.6	5.8
AGBL3	28.6	32.2333333333333	23.9666666666667	49.0666666666667	91.7	21.9	60.4	21.6666666666667	47	46.1
AGBL4	45.2	37.1	12.25	6.3	38.65	32.7	279.5	93.6	93.2	108.35
AGBL5	775.433333333333	582.733333333333	340.833333333333	472.533333333333	473.9	537.633333333333	660.566666666667	524.933333333333	692.533333333333	632.9
AGER	31.4	73.15	22.95	67.4	58.2	51.45	253.3	75.9	109.85	94.5
AGFG1	1517.1	1406.24	1370.4	2032.02	1516.94	1346.36	1067.32	1159.92	1414.42	1192.32
AGFG2	116.816666666667	167.283333333333	95.6166666666667	117.45	115.716666666667	113.3	224.5	194.683333333333	128.916666666667	143.516666666667
AGGF1	1260.625	1126.725	1184.8	1125.05	1069.55	901.525	997.775	1121.65	1176.525	1156.075
AGK	797.666666666667	917.033333333333	690.7	655.466666666667	1052.43333333333	600.2	574.7	673.633333333333	651.2	799.466666666667
AGL	3171.2	2956	3295.8	3635.4	3431.4	2785.7	1900.1	2278.3	1809.2	2748.8
AGMAT	132.533333333333	327.933333333333	82.6666666666667	168.333333333333	236.733333333333	113.133333333333	142.7	174.866666666667	122.166666666667	280.866666666667
AGO1	701.475	921.325	587.775	708	512.1	718.8	753.175	633.8	652.825	624.025
AGO2	3394.6	3633.3	2454.9	2534.5	970.9	2863.3	2198.8	2002.3	3873.9	4152.3
AGO3	635.225	743.725	795.725	969.25	534.025	886.125	698.725	645.475	775.25	803.175
AGO4	479.35	447.075	471.3	377.875	357.9	441.225	260.8	303.6	300.25	276.85
AGPAT1	3093.1	5520.5	1883.95	2519	2524.3	6363.1	4708.9	5902.6	5305.2	5650.3
AGPAT2	884.4	931.05	795.1	795.65	810.2	1403.25	1486.05	1270.95	881.15	1187.4
AGPAT3	1868.78333333333	1554.43333333333	1109.05	1316.86666666667	1282.51666666667	1865.91666666667	973.933333333333	1903.2	1308.96666666667	1526.63333333333
AGPAT4	412.35	286.05	387.3	750.5	460.55	385.15	526.1	293.65	564.9	442.05
AGPAT4-IT1	126	164.1	217.5	271.7	273.5	263.6	696.9	173.2	220.9	269.8
AGPAT5	1676.5	1982.35	628.55	885.7	1221.5	1745.7	1756.1	537.6	1390.5	822.85
AGPAT6	778.033333333333	687.066666666667	738.9	764.533333333333	945.066666666667	755.466666666667	971.233333333333	670.4	601.8	608.733333333333
AGPAT9	90	76.7	131.9	83.2	256.9	10.2	101.7	107	14	36.8
AGPS	1276.8	1682.725	1410.275	1206.4	1792.55	1018.875	967.8	1246.65	1058.85	1208.65
AGR2	30.15	60	80.1	56.15	95.85	45.75	223.85	23.15	15.55	28.7
AGR3	32.3	55.8	44.1	96.8	17.3	9.6	167.7	7	20.7	8.5
AGRN	561	1055.1	460.425	460.775	618.175	1483.275	1039.1	1043.65	1097.95	734.675
AGRP	40.5	253.9	91.3	29.4	24.6	40.5	486.8	37.6	297	65.4
AGT	212.2	285.5	160.3	304.4	172.7	286.1	73.8	245.6	435.6	418.7
AGTPBP1	454.9	378.65	469.4	650.05	336.2	395.2	360.9	379.4	272.9	378.95
AGTR1	813.25	439.05	316.15	705.45	344.05	528.95	411.75	553.35	974.45	1015.55
AGTR2	37.4333333333333	51.9333333333333	29.5333333333333	17.5	81.5333333333333	46.2666666666667	154.566666666667	75.6666666666667	56.5333333333333	54.1
AGTRAP	1465.03333333333	1687.43333333333	1688.7	1204.06666666667	1297.76666666667	1545.03333333333	1767.86666666667	1537.06666666667	1467.43333333333	1595.2
AGXT	36.4333333333333	32.1666666666667	46.0333333333333	65.7333333333333	94.9	41.7	343.333333333333	22.1	100.2	57.3
AGXT2	31.3	110.4	58.7	15.7	15.5	156.8	83.3	72.6	21.9	32.5
AHCTF1	1189.05	1268.85	1188.45	1281.6	1479.65	1278.35	771.15	924.3	1164.35	1062.85
AHCY	2899.4	4344.4	2593.7	3168.3	4003.8	3738.4	3414.5	3503.3	6232.5	3989.8
AHCYL1	10726.125	7743.425	6727.775	8415.25	6446	12634.15	11103.175	10513.65	13428.75	11768.875
AHCYL2	433.25	375.95	572.05	632.2	490.6	421.25	406.45	825.75	466.85	466.45
AHDC1	140.7	277.833333333333	90.7666666666667	112.933333333333	122.733333333333	250.266666666667	749.266666666667	331.233333333333	295.633333333333	268.366666666667
AHI1	630.36	588.96	510.32	637.32	727.22	504.14	585.62	573.36	775.74	582.88
AHNAK	4522.725	4137.8	6462.3	4778	3116.125	3293.4	2655.65	3593.675	2554.325	3567.575
AHNAK2	888.6	808.95	1224.6	1078.75	215.65	254.75	348.05	733.55	30.85	361
AHR	4038.5	4112.5	6979.6	5911.3	3551.4	2510	3115.6	3829.5	2519.6	3687
AHRR	6998.9	5154.1	5348.7	7223.8	5525.2	5623	6139.1	5958.8	7620.8	5676.4
AHSA1	3671.3	4757.5	5946	5855.1	7907.7	2662.2	2229.4	3339.5	3546.7	3243.4
AHSA2	1329.675	1104.725	1220.475	1820.8	1443.65	1195.725	1349.6	1024.525	1789.025	721.325
AHSG	24	38.45	11.3	17	52.1	77.35	159.75	62.3	45.95	75.4
AHSP	143.4	394.4	203.8	270.9	209.4	226.3	310.1	76.2	290.2	315.9
AICDA	8	9.3	44.45	19.1	7.7	46.15	99.35	7.9	5.75	11.4
AIDA	11348.1	12524.5	13589	12840.9	11478.9	11984.15	10778.2	11941.2	12747.9	13323.05
AIF1	46.25	43.625	17.7	19.7	18.675	27.8	158.125	19.475	81.025	21.35
