geneNames	GSM878095	GSM878096	GSM878097	GSM878098	GSM878099	GSM878100	GSM878101	GSM878102	GSM878103	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
ZNF260	1472.35	1281.15	1523.85	1829.4	1522.5	1746.25	1965.75	1695.95	1841.6	1449.45	1170.95	1101.8	1300.2	1438.3
ZNF264	1035.46666666667	910.6	994.766666666667	779.833333333333	588.466666666667	541.6	544	631.7	721.266666666667	1078.5	688.433333333333	785	1398.63333333333	1019.46666666667
ZNF266	1640.7	1517.5	1173.7	1656.9	1483.2	1336.2	1527.4	1146.8	1444.9	1995.2	1050.7	1159.9	1679.6	1297.2
ZNF267	1001.6	843.4	784.7	1047.7	1009.7	666.1	1231	1037.1	858.4	694.2	852.7	737.4	930.7	993.6
ZNF268	481.533333333333	414.133333333333	409.633333333333	535.533333333333	422.166666666667	578.266666666667	908.633333333333	833.466666666667	732.2	465.366666666667	362.8	459.366666666667	327.2	380.566666666667
ZNF271	417.3	453	396.266666666667	518.4	468.033333333333	464.6	448.133333333333	811.1	934.266666666667	373.533333333333	582.066666666667	436.3	491.533333333333	370.866666666667
ZNF273	343.4	313.9	305.1	192.8	322.1	475	344.3	214.7	195.9	259.8	609.5	482.2	305.6	413.5
ZNF274	988.8	1071.65	1587.2	1093.65	1069.95	1857.9	1184.35	980.35	1082.3	1158.2	1869.2	1372.5	1347	1544.3
ZNF275	2052.5	1983.95	1260.35	1375.35	1440	1347.5	869.15	1337.25	902.95	2284.05	2479.5	1694.7	2528.5	1901.1
ZNF276	232.4	177.9	306.75	280.95	255.2	147.85	84.95	183.55	195.9	239.7	277.05	137.1	247.3	207.8
ZNF277	1104.975	786.175	1017	974.575	699.65	1651.75	1299.625	1321.875	1002.35	832.525	1024.35	747.2	1854.225	1142.3
ZNF28	81.6	49.9	68.5	18.1	19.5	9.6	100	5.9	58.6	9.3	523.1	4.6	3.1	77.4
ZNF280A	123.1	17.4	87.3	38.7	78.7	86.9	63.6	94	69.2	142	590.7	43.8	107.5	91.9
ZNF280B	251.2	201.4	94.7666666666667	114.366666666667	298.666666666667	236.833333333333	212.233333333333	179.8	268.833333333333	216.9	118.833333333333	117.533333333333	106.633333333333	75.9
ZNF280C	298	348.9	240.6	314.8	503.3	423.1	666.8	647.4	387.5	312.3	354.7	333	304.7	333.9
ZNF281	4969.93333333333	8405.46666666667	3526.5	4817	4579.36666666667	13650.8333333333	7169.96666666667	12162.3666666667	5801.36666666667	7128.6	5711.53333333333	4154.8	4140.8	7038.93333333333
ZNF282	738.1	1228.4	479.2	532.4	443	416.2	350.5	468.9	451	1039.6	880.9	1042.7	1131.7	930.5
ZNF283	267.9	127	167.3	193	400.4	219.6	168.1	211.4	333.1	205.8	34.7	152.5	109	75.5
ZNF284	368.4	290.8	599.8	758.9	439.7	521.8	511.9	391	491.8	472.4	650.8	281	450.2	256.2
ZNF286A	488.166666666667	385.533333333333	483.133333333333	557.966666666667	598.133333333333	586.8	358.3	431.166666666667	285.966666666667	508.6	642.266666666667	424.733333333333	488.266666666667	462.7
ZNF287	150	115.333333333333	105.433333333333	148.8	138.066666666667	135.166666666667	141.933333333333	119.933333333333	108.033333333333	120.1	142.066666666667	161.6	138.333333333333	125.333333333333
ZNF292	4046.9	2221.03333333333	1538.23333333333	2694.76666666667	1251.83333333333	2886.53333333333	1059.1	1452.7	1142.16666666667	2643.93333333333	2917.26666666667	1167.53333333333	2493.16666666667	2112.13333333333
ZNF295-AS1	51.3	36.9	66.3	150.1	57.6	7.4	66.4	12.3	57.4	67.8	710.1	31.8	30.8	15.2
ZNF296	33.5	9.3	16.7	88	80.5	11.7	14.2	14.2	47.6	63.6	191.7	89.1	35.3	24.4
ZNF29P	40.4	10.85	17.9	43.6	58.65	26.15	35.6	48.1	62.05	35.5	117.05	13.3	77.6	28.4
ZNF3	233.55	189.975	197.35	235.7	241.15	530.9	362.925	326.35	301.175	313.625	560.55	212.425	287.2	241.075
ZNF30	554.9	282.2	443	426.3	557.8	295.5	720	411.6	672.8	334.1	191.4	503.2	449.5	424.7
ZNF300	383.5	692.6	465.8	456.3	533.8	241.6	433.8	636.1	439.7	341.1	197.1	328.2	483	345.2
ZNF300P1	157.3	165.4	182.7	187.6	189.9	80.4	236.9	243.1	181	216.6	259.4	164.4	23.6	209.4
ZNF302	1034.23333333333	754.333333333333	826.133333333333	1028.96666666667	898.966666666667	1607.96666666667	1051.53333333333	1190.6	1383.5	824.266666666667	916.333333333333	615.166666666667	856	713.166666666667
ZNF304	660.1	491.7	635.8	619.5	481.2	901.7	882.5	951	1131.2	603.7	689	624.6	885.2	664.6
ZNF311	152.35	203.05	147.15	127.7	86.05	196.5	186.5	285.7	200.2	100.95	320.05	143.55	110.85	185.35
ZNF316	133.25	160.85	131.4	195.3	205.25	194	172.35	263.25	186.15	343.85	529.25	155.8	329.3	221.5
ZNF317	868.6	1002.6	640.9	745.6	1110.85	493.55	486.6	549.95	464.85	856.3	1019.1	890.4	1260.8	978
ZNF318	637.55	764.2	625.1	608.1	621.2	629.6	458.05	580.05	637.3	709.5	705.6	582.9	776.7	735.75
ZNF319	679.8	817.9	810.6	1004.5	845.8	898.2	752.5	733.1	792.5	821.4	673	609	660.1	689.4
ZNF32	1528.6	1656.1	1668.8	1585.1	1611.7	2105.5	1774.2	2095.9	1780.6	1614	2052.8	1787.2	1529.5	1474.2
ZNF32-AS3	13.35	40.6	18.8	20.15	28.55	59.85	17.4	26.15	26.6	63.95	255	84.5	29.55	34.35
ZNF320	902.35	1013.1	969.85	738.65	946.2	835.4	804.15	920.85	989.9	541.25	474.95	581.35	772.1	547.85
ZNF322	876.35	844.3	1072.9	1201.95	1298.1	1302.45	1132.7	1198.35	1022.5	882.95	1185.2	838.45	968.6	844.65
ZNF324	55.1	61.2	163.9	188.8	63.3	336.3	202.6	307.3	425.2	116.7	155.1	305.8	410.7	48
ZNF324B	206.65	117	148.85	204.05	176.1	111.6	118.9	135.2	43.9	180.3	611.15	155.05	145.35	146.35
ZNF326	471.1	641.3	573.65	506.85	602.9	568.25	571.6	710.575	754.025	240.8	164.475	279.4	227.325	276.825
ZNF329	1148.1	1058.2	1283.3	1014.9	833.9	1306.9	1342.8	1365.2	1566.5	851.6	1018	745.4	1263.5	871.8
ZNF330	2426.85	2908.6	2504.8	2462.9	3840.9	2393	3359.95	2117.9	2320	2780.15	2631.9	3359.95	3583.35	3741.25
ZNF331	1175.1	882.25	998.45	1013.95	950.35	956.55	616.3	949.35	650.1	1823.15	1708.15	1539.1	1810.8	1647.7
ZNF333	293.55	222.85	169.166666666667	173.566666666667	248.783333333333	232.233333333333	146.266666666667	219.416666666667	193.483333333333	220.283333333333	211.466666666667	177.466666666667	292.55	223.3
ZNF334	138.45	117.65	115.05	52.4	133	210.75	117.65	166.5	113.2	154.4	128.1	140.25	174	59.75
ZNF335	131.2	216.533333333333	47.6	197.433333333333	243.433333333333	117.266666666667	72	77.0666666666667	53.5333333333333	258.2	481.466666666667	72.6666666666667	95	120
ZNF337	1130.15	1126.4	837.05	817.95	784.15	1553.8	694.55	720.7	639.25	1487.4	1555.75	940	1082.3	846.3
ZNF33A	300.333333333333	437.3	315.433333333333	412.633333333333	250.1	440.266666666667	347.333333333333	445.333333333333	325.866666666667	361	572	365	313.8	264.533333333333
ZNF33B	144.85	260.9	127.85	137.1	232.55	165.55	231.95	263	88	138.1	100.7	153.3	95.2	154.45
ZNF34	367.3	305.5	432.8	305.7	444.7	260.2	225.8	301.2	217.1	298.6	479.9	569.9	669.8	363.1
ZNF341	201.633333333333	141.566666666667	110.866666666667	144.433333333333	102.466666666667	239.533333333333	202.133333333333	149.833333333333	113	290.533333333333	123.4	182.766666666667	229.566666666667	256.366666666667
ZNF343	269.3	403.45	393.85	236.3	320.2	335.65	307.7	327.1	298.4	385.6	694.55	255.1	458.05	321.7
ZNF345	103.45	95.95	107.4	173.75	84.7	352	215.7	241.45	235.15	218.55	173.25	148.35	138.1	298.4
ZNF346	661.666666666667	584.733333333333	352.8	490.866666666667	490.466666666667	472.833333333333	443.3	501.866666666667	419	518.4	714.7	512.933333333333	555.633333333333	482.166666666667
ZNF347	261.95	265.85	239.5	181.55	122.95	246.95	309.75	208.55	243.45	244.3	326.6	243.15	248.15	292.55
ZNF35	379.5	366.5	492.4	514	668.4	369.2	627.5	480.3	618.4	572.5	140.1	424.8	423.7	648
ZNF350	412	226.35	251.85	366.35	294.5	235.45	314.8	237.75	229.7	190.5	386.8	299.2	260.5	211.8
ZNF354A	910.3	836.3	1051.9	1055.5	1703.3	1572.3	1041	891.1	1099	912.9	598.3	929.6	748.3	876.6
ZNF354B	260	229	211.4	153.6	173.9	388.7	271.9	228.4	330.3	241.5	378.4	162.6	244.7	169.7
ZNF354C	459.95	318.3	366.7	339.5	291.35	737.8	495.6	624.2	705.25	357.75	597.05	512.9	353.65	504.55
ZNF358	1052.3	768.85	488	372.4	565.75	433.15	293.1	374.5	310.75	1124.55	1356.4	772.55	1244.5	928.15
ZNF362	1418.06666666667	1152.6	790	1084.36666666667	840.366666666666	978.866666666667	1150.6	1269.56666666667	1149.66666666667	1170.4	693.666666666667	881.266666666667	835	1114.4
ZNF365	353.1	205.95	727.4	367.8	141.25	423.7	297.8	207.35	717.1	52.15	341.4	392	96.3	236.65
ZNF366	28.7	52.9	80.3	22.1	68.9	84.9	58.6	5	16.3	119.5	414.8	51.2	97.5	40.7
ZNF367	1535.2	597.9	510.6	882.6	986	153.4	936.9	546.8	782.9	224.6	422	399.5	232.9	295.9
ZNF37BP	350.333333333333	236.5	184.933333333333	294.266666666667	159.2	256.3	237.2	253.266666666667	251.733333333333	193.766666666667	141.8	180.766666666667	180.166666666667	158.1
ZNF382	250.9	210.55	192.5	140.55	210.65	345.5	161.35	193.85	196.65	254.6	301	211.9	278.45	168.05
ZNF383	286.9	202.1	300.1	268.5	170.6	231.6	216.3	196.9	163.8	185.5	311.3	197.6	366.7	216.7
ZNF384	943.45	960	790.7	803.3	854.65	739.45	569.75	591.65	604.7	1424.05	1892.5	1350.6	1332.7	1113.85
ZNF385A	445.6	498.7	128.2	374.9	292.1	273	152.2	256	145.5	666.4	1552.4	285.2	633.3	464.3
ZNF385B	21.6	14.1666666666667	18.6	402.4	7.5	17.4	20.3333333333333	6.9	24.8666666666667	12.3333333333333	57.3666666666667	93	45.4	34.1666666666667
ZNF385C	153.7	98.5	92.1	38.2	59.3	146.8	80.9	118	38.6	156.3	87.2	124.6	365.4	166.4
ZNF385D	219.65	139.45	153.25	577.9	78.1	47.95	199	116.6	115.1	31	123.9	55.75	25.3	129
ZNF391	91.6	105.225	68.6	113.05	92.225	124.6	94.35	97.35	54.075	116.2	255.425	83.8	169.4	145.4
ZNF394	520	384.2	386.75	376.85	492.1	370.75	537.15	503.75	536.1	464.7	490.2	394.25	402.8	388.1
ZNF395	3244.86666666667	2108.8	765.666666666667	1555.13333333333	780.933333333333	4464.4	1550.43333333333	1983.46666666667	705.833333333333	3565.8	3328.2	1047	2359.56666666667	1239.6
ZNF396	72.64	26.64	168.22	84.46	75.22	117.86	77.08	74.52	108.48	86.66	157.84	146.46	108.06	84.96
ZNF397	173.76	173.82	252.54	383.7	137.36	443.98	271.3	292.56	294.84	318.04	284.92	168.16	261.42	163.96
ZNF398	982.966666666667	680.8	845.533333333333	800.066666666667	789.033333333333	527.933333333333	675.4	752.666666666667	729.266666666667	857.733333333333	916.233333333333	926.4	1213.66666666667	735.233333333333
ZNF404	759.2	551.1	560.7	858.2	551.1	1147.6	469.8	487.6	611.4	621.7	900.7	281.1	969	643.7
ZNF407	285.65	363.475	262.925	250.6	340.8	180.15	362.375	251.475	294.95	222.25	246.5	293.7	159.575	171.525
ZNF408	914.6	709	808.6	953.4	689.6	660.9	782.9	890.8	644	1466	1205.4	799	974.3	838.2
ZNF41	137.833333333333	220.866666666667	223.8	124.466666666667	237.9	144.033333333333	163.2	125.133333333333	113.866666666667	136.166666666667	215.333333333333	185.633333333333	263.333333333333	256.666666666667
ZNF414	28.45	219.6	40.85	24.3	148.4	70.6	62.3	60.1	64.05	27.8	142.15	112.85	75.7	125.15
ZNF415	822.7	629.2	836.8	689.4	824.3	1108.1	1212.2	934	1018.9	822.5	832.4	685.2	971	692.9
ZNF416	298.2	323.3	416.8	339.05	300.75	316.2	287.9	331.2	300.35	380.1	376	432.65	456.4	324.5
ZNF417	14.9	80.2	43.8	68	32.6	29.6	8.4	4.9	30.5	5.3	12.5	5.4	112.2	53
ZNF418	324.9	360	300.9	251.8	317	518.8	355.9	309.8	373.6	244.1	169.2	216.5	408.3	268.2
ZNF419	1245.85	1504.55	1225.35	1217.65	1212.85	1783.85	1220.05	1186.75	1389.75	1463.9	2310.05	1229.6	1150.5	1326.15
ZNF420	478.4	384.1	633.75	757.25	466.6	684.45	589.1	569.7	832.6	632.65	648.4	396.25	536.8	453.7
ZNF423	2541	1300.1	3145.6	1785.8	1929.7	1765.3	1873.7	2066.6	1150	1518.7	739.5	1142.8	1977.2	1327.7
ZNF425	107.25	125.8	91.8	193.45	151.55	21.05	29.6	23.3	47.25	114.25	268.6	221.75	127.9	114.35
ZNF426	1327.8	676.8	911.9	696.3	863.8	982.5	645.4	751.3	676.1	742.9	1202.6	1283.8	1498	1063.7
ZNF428	310.55	168.55	264.9	364.5	328.05	523.1	496	520.35	407.2	266.25	498.25	298.6	169.1	226.35
ZNF429	104.1	135.1	23.4	98.2	18.3	11.2	113.3	49.8	97.1	11.9	473	184.1	163.9	26.4
ZNF43	743.1	639.2	637.3	502.5	692.9	394.6	349.9	332.7	290.3	313.6	277	673.7	574	603.8
ZNF430	1263.8	930.05	870.55	553.8	621.15	1010.1	582.95	755.25	501.4	811.9	1034.85	623	721.25	647.45
ZNF431	269.5	146.366666666667	156.133333333333	202.266666666667	192.5	335.833333333333	157.9	197.966666666667	198.3	201.966666666667	282.266666666667	220.233333333333	191.233333333333	140.833333333333
ZNF432	728.5	562.5	1337	1082.9	927.4	1513.8	1113.5	938.7	829.4	976	1164.1	583.9	911.1	685.4
ZNF436	814.4	702.55	961.05	915.85	478.3	376.85	577.1	607.7	567.65	618.25	472.3	572.4	622.2	575
ZNF438	406.9	382.25	381.2	381.5	305.1	284.9	238.2	267.7	290.95	297.05	406.6	384.3	399.95	365.3
ZNF439	423.9	287	400.1	488.8	149.5	650.9	341.9	225.8	569.4	237.1	167	363.1	162.3	180.7
ZNF44	225.75	186.25	253	288.75	135.25	359.1	361.4	165.4	327.75	340.1	425.5	337	232.75	299.1
ZNF440	133.366666666667	113.2	166.166666666667	176.3	146.5	195.733333333333	123.033333333333	150	162.833333333333	165.466666666667	273.2	135.433333333333	206.433333333333	167.266666666667
ZNF441	184.2	163.4	152.95	120.05	208.65	210.2	208.45	228.8	167.95	222.4	133.35	173.65	128.7	155.05
ZNF442	101.3	121.8	97.9	18.4	148.6	113.1	204	241.4	132.9	95.9	368.9	165.3	19.3	117.9
ZNF443	227.166666666667	150.733333333333	173.966666666667	148.466666666667	218.7	235.433333333333	204.6	251.833333333333	226.4	268.9	303.466666666667	212.366666666667	160.966666666667	231.466666666667
ZNF444	546.6	404.55	573.25	665.75	537.9	536.1	433.6	561.15	571.2	769.55	1173.45	462.15	407.45	593.7
ZNF445	687.95	640.7	715.4	671.15	754.05	730.95	753.55	496.6	642.85	543.2	521.95	675.8	581.15	787
ZNF446	241.45	217.6	219.1	173.9	173	156.05	147.5	352.2	177.9	355.8	422.75	196.8	315.45	214.2
ZNF449	452	564.35	779.75	968.4	680.55	981.25	635.9	544.6	700.2	573.55	738.5	602.75	660.15	627.7
ZNF45	824.95	746.45	633.65	839.55	754.05	609	840.8	768.5	777.7	720.05	725.9	633.1	714.2	594.2
ZNF451	1249.18	1019.44	859.26	1036.04	945	1279.26	904.54	898.22	1033.08	1015.38	1335.96	969.34	882.14	1081.2
ZNF460	96.5666666666667	128.3	57.5666666666667	118.333333333333	64.2666666666667	92.0666666666667	94.2	104.633333333333	84.1666666666667	111.433333333333	339.666666666667	118.466666666667	127.766666666667	153.466666666667
ZNF461	217.1	102.4	118.8	121.6	48.9	127.5	112.3	151.7	114.1	14	391	128.6	209.5	289.3
ZNF462	347.733333333333	372.966666666667	254.166666666667	359.333333333333	305.3	603.866666666667	885.9	874.3	416.5	399.733333333333	567.333333333333	343.3	473.933333333333	357.033333333333
ZNF467	156.25	140.6	142.85	76.5	201.3	73.55	62.05	46.1	33.65	107.7	1033.05	171.15	182.2	56.6
ZNF468	637.1	791.6	622.2	724.9	895.6	1611.4	1078.1	1364.5	1471.5	536	412	392.7	791.7	663.8
ZNF469	2243.6	2177.3	752.5	1235	2191.9	1788.6	1830.8	2064.1	2416.6	1900.2	829.4	1124.6	1185.3	1229.8
ZNF470	174.8	228.6	115.5	119.6	201.1	279.5	156.4	282.9	185.4	338.3	92	225.5	202.8	244.9
ZNF471	108.366666666667	103.2	160.4	89.2666666666667	89.4333333333333	337.333333333333	135.433333333333	158.3	154.633333333333	171.8	103.533333333333	111.666666666667	82.6333333333333	120
ZNF473	420.95	429.45	269.45	306.75	269.4	286.6	354.5	328.5	296.4	367.15	501.85	302.2	459.85	372.6
ZNF474	115.5	216.7	198.4	271.3	107.2	129.3	97.6	56.1	111.9	106.7	868.8	153.1	438.5	118.9
ZNF48	988.8	755.2	666.8	648.1	598.5	568	651.7	667	560.7	959.6	675.3	637.9	1117	676
ZNF480	214.6	240.9	174.7	214	240.5	64	132.4	182.8	37.2	205.6	533.3	239.7	217.4	247.7
ZNF483	68.5333333333333	34.8	86.7333333333333	31.1666666666667	28.8333333333333	21.2	48.4666666666667	7.73333333333333	10.8333333333333	97.3666666666667	179.366666666667	103.366666666667	82.5	50.7333333333333
ZNF484	135.3	101.9	153.5	97.4	101.3	109.7	98.5	51.9	70.3	86.9	331.6	27.8	151	234.8
ZNF485	116.7	65.5	109.1	94	212.9	167	116.8	72.5	103.8	151.6	335.1	126.8	111.1	59.4
ZNF486	228.2	184.5	104.4	125.3	113	201	178	118.6	104.9	236.3	474.2	248.4	176.8	139.2
ZNF488	9.3	14.4	8	9.1	10.4	6.8	5.9	10.5	9.3	8.6	97.2	13.3	26	32
ZNF490	484	473.1	491.2	525.6	502.1	435.8	635.3	485.7	490.6	574.4	638.1	560.5	355.7	476.8
ZNF491	22.4	26.3	22.2	28.2	34.4	43.3	42.1	29.4	25.3	27.9	86.1	22.7	40	22.8
ZNF492	135.6	79.4	12.9	34.3	77.9	45.4	105.7	143.1	50.9	99.7	14.6	55.9	104.9	86.8
ZNF493	572.05	411.525	335.625	504.925	172.5	718.6	280.075	292.875	242.325	428.225	549.775	332.875	391.9	273.875
ZNF496	497.5	428.32	320.78	354.64	302.52	318.72	196.64	259.78	157.02	447.54	505.62	264.36	546.86	475.96
ZNF497	7.8	4.6	4.2	8.2	8.7	7.9	54.1	7	3.8	21.3	46.9	7.7	6.3	4.3
ZNF500	395.1	353.333333333333	245.066666666667	306.5	345.9	713.933333333333	448.133333333333	372.6	309.866666666667	460.333333333333	727.966666666667	357.933333333333	523.266666666667	410.3
ZNF501	206	281.5	393.3	304.6	166.3	212.1	339.1	393.9	405.7	329.7	453.2	239.6	444.8	339.4
ZNF502	425.85	417.95	420.1	338.45	517	506.8	573.7	503.1	564.85	590.35	629.75	488.55	660.15	532.7
ZNF503	3621.575	2554.975	2934.525	3057.2	3255.75	3900.6	5040.05	3701.475	2459.15	3635.15	2596.45	2260.925	3289.95	2747.325
ZNF503-AS1	59.1	36.4	18.3	56.3	16.5	100.2	24.5	123.5	132	52.3	202.9	33.7	93	112
ZNF503-AS2	104.4	99.725	121.45	132.775	113.7	73.4	123.775	80.925	40.6	158.425	234.65	85.2	59.125	156.8
ZNF506	335.833333333333	274.733333333333	394.333333333333	439.966666666667	268.8	670	626.866666666667	350.666666666667	533.7	263.166666666667	537.5	221.066666666667	468.9	245.566666666667
ZNF507	605.233333333333	624.7	522.166666666667	537.766666666667	526.3	816.066666666667	684.5	744.733333333333	692.166666666667	523.966666666667	839.533333333333	421.933333333333	599.2	493.366666666667
ZNF510	482.3	489.1	475	462.6	593.6	263.7	364	451.7	388.6	447.2	538	222.3	511.1	545.2
ZNF511	1330.8	1267	832	1023.7	1225.4	1127	1233.6	2000.9	1342.4	1278.9	1188	1049.2	1035	1077.8
ZNF512	1399.1	2166.65	1254.95	1861.95	2082.25	996.95	1070.95	1193.8	1239.75	1005.85	1461.65	1440.9	1136.8	1264.2
ZNF512B	1026.4	1375.5	1201.7	1067.9	1367.9	1132	1067.9	1131.2	1205.35	875.8	942.95	1016.9	806.65	754.5
ZNF513	341.6	516.8	343.5	366.6	641.2	308.8	218.9	441.4	224.9	348.9	677.9	460.6	486.3	385.2
ZNF514	1071.6	804.9	525.7	615.2	707.9	1323.4	530.8	598.2	640	679.5	1149.4	841.9	963.4	546.1
ZNF516	442.5	593.4	527.7	803.8	471.8	1190.3	776.3	675.7	638.6	888.2	1200.9	520.4	725.2	864.2
ZNF517	206	116.4	201.9	133.7	63.2	124.9	70	80.9	84	117.9	644.2	229.7	102.2	173.9
ZNF518A	403.866666666667	395.833333333333	345.3	454.933333333333	243	641.433333333333	351.6	310.166666666667	243.7	342.366666666667	457.833333333333	240.333333333333	428.466666666667	294.266666666667
ZNF518B	646.6	605.166666666667	940.366666666667	625.266666666667	934.633333333333	849.866666666667	751	776.333333333333	813.366666666667	610.9	601.366666666667	526.533333333333	447.766666666667	598.233333333333
ZNF519	172.066666666667	136.433333333333	105.966666666667	254.3	125.1	154.133333333333	185	129.033333333333	56.4	156.833333333333	256.133333333333	114.833333333333	207.4	106.066666666667
ZNF521	872.05	474.75	595.85	3455.65	50.65	1071.75	599.85	264.8	638.75	262.85	601.3	490.2	207.3	181.95
ZNF524	237.2	324.6	151.5	279.8	197.9	670.3	477	343.8	235.4	757.1	735.3	478.1	610.1	481.4
ZNF526	528	583.1	277.1	355.9	351.6	245.1	360.3	353.9	331.2	759.4	545.5	718.1	1016.5	656.6
ZNF527	97.65	125.8	209.8	247.5	172.15	212.35	227	359.85	92.1	301.05	128.35	168.85	466.4	327.15
ZNF528	435.8	473.9	616	473.8	388	594.7	536.6	805.7	677	499	811.1	595.9	642.9	696.1
ZNF529	625.4	478.333333333333	606.266666666667	595.966666666667	605.9	811.833333333333	762.5	710.866666666667	910.633333333333	530.1	364.266666666667	544.133333333333	600	584.366666666667
ZNF530	169	30.6	135	20.6	70.6	76.4	65.7	26.4	43.6	24.1	72.6	35.1	48.2	55.8
ZNF532	1845.1	2165.75	2453.35	2932.3	2502.3	3568.7	3062.15	3458	3339.5	2428.8	1672.25	1999.75	2002.8	1939.75
ZNF536	78.0666666666667	52.8333333333333	59.9	53.3	56.3	79.4666666666667	79.2333333333333	24.6333333333333	41.5	79.7	71.3	77.1666666666667	79.8666666666667	56.2666666666667
ZNF540	115.9	131.4	56.4	69.05	69.5	76.65	20.6	129.45	81.9	60.65	140.05	93.35	93.5	32.3
ZNF541	112.9	109.7	112.4	63.2	55.8	194	10.6	215.9	47.4	132.6	69.4	107.4	86.2	122.4
ZNF542P	968.15	831.65	925.3	737.2	967.45	1015.05	1238.15	1102.3	962.05	862.15	703.7	731.35	822.3	745.85
ZNF543	149.5	58.4	49.2	57	70.9	68.8	81.8	96	116.2	110.1	245.3	29.1	6	100.2
ZNF544	752.95	606.55	589.7	483.95	692.05	458.3	703.85	688.85	601.8	465	354.3	357.7	374.95	468.75
ZNF546	100.4	87.3	91.1	100.7	76.2	166	198.1	112.7	254.7	103.5	214.2	146.7	37.8	25.5
ZNF547	67.2	69.4	55.45	46.1	48.65	54.35	41.15	88	100.05	39.45	163.95	128.95	139.65	72.6
ZNF548	561.633333333333	847.533333333333	547.133333333333	448.933333333333	724.033333333333	507.333333333333	498.6	526.166666666667	416.366666666667	641.6	1403.16666666667	461.033333333333	616.533333333333	690.766666666667
ZNF549	139.2	59.7	12.2	57.1	108	16.3	13.3	17.8	36.6	154.4	171.1	8	23.8	19.1
ZNF550	339.25	412.65	490.8	373.9	394.75	493.8	384.4	300.4	267.65	296.1	652.7	291.4	444.6	284.55
ZNF551	262.65	138.45	172.475	114.175	124.675	117.725	140.45	152.9	129.375	139.7	608.625	111.625	210.2	102.3
ZNF552	212	190.95	232.15	141.3	218.2	177.3	332.35	113.75	192.5	204.15	470.6	241.7	125.25	284.55
ZNF554	414.3	341.2	478.9	327.3	290.1	222.9	215.55	339.85	329.25	276.7	738.45	284.2	471.65	381.6
ZNF555	200.575	184.3	192.5	202.65	172.05	229.275	191.6	222.375	178	270.875	279.725	191.725	373.05	221.825
ZNF556	10.5	19.4	18.9	9.1	109	9.2	11.7	7.7	7.5	134.6	69	10.7	17.7	19.5
ZNF557	125.85	164.9	246.6	205.8	127.95	199.7	174.1	146.4	169.05	167.6	265.35	155.55	92.4	122.15
ZNF558	1572.8	1608	1412.8	1242.2	1062.2	2512.3	1558.1	1219.9	1236.5	1488.1	2564.1	1236.9	1716.1	1558.5
ZNF559	1067.8	556.2	777.5	759.1	665	1061.6	900.8	933.3	1042.9	705.1	965.5	631.4	1037.6	900
ZNF560	2.9	1.8	17.5	27	82.8	3.1	30.8	40.5	3.9	7.7	61.8	64.9	6.4	92.2
ZNF562	529.85	447.95	378.95	461.15	522.4	593.7	541.4	576	600.6	296.55	427.95	252.85	366.45	395.25
ZNF563	136.3	68.8	193.5	245.6	114.2	185.1	209.4	105.3	134.9	306.9	762	68.9	116.2	133.1
ZNF564	601.3	387.4	418.9	530.2	521.9	711.4	698.1	707.8	474.9	440.6	384.5	362.1	588.7	497.5
ZNF565	844.1	741.3	724.2	913.4	668.4	704.5	933.9	732.2	789.2	385	603.3	588.1	1177.9	826.6
ZNF566	311.1	314.7	310	426.1	232	504.1	428.9	461.4	530.9	280.5	41.7	415.3	497.4	489.1
ZNF567	479.225	304.75	486.375	455.6	466.125	608.95	571.175	463.3	527.925	561.1	637.025	380.125	583.575	483.05
ZNF568	127.22	132.28	156.46	141.8	74.18	159.1	165.9	101.56	109.76	198.9	372.94	121.6	98.48	88.76
ZNF569	274.05	322.5	320.05	296.05	325.85	250.35	251.9	294.4	350.9	345.9	399.45	334.35	309.1	343.6
ZNF57	370	334	304.1	300.3	313.3	429.2	435.3	427	316.9	469.6	171.1	431.1	449.4	436.8
ZNF570	419.5	243.5	380.95	365.5	266.35	357.65	383.35	301.95	389	366	352.85	317.15	252.5	387.65
ZNF571	266.2	177.3	231.9	264.3	161.6	215.8	380.4	284.2	202.9	266.1	29.2	130.9	120.5	140.2
ZNF571-AS1	23.6	11.2	35.2	16.5	10.5	13.1	16.7	33.7	31.3	21.7	38.4	26.8	9.9	20.4
ZNF572	144	60.3	149.4	159.8	11	13.7	56.8	25.3	99	154.3	106.2	127.5	109.5	197.7
ZNF573	383.45	341.45	214.7	255.1	325.15	638.55	525.05	596.35	580.7	187.2	363.45	202.7	255.9	181.45
ZNF574	493	753.8	476.5	372.2	461	371.7	304.5	443.4	431.7	888.7	633.8	693.3	656.7	494.8
ZNF575	548.4	316.6	529.2	491.6	406.3	230.5	449.2	333.5	596.1	767.2	1004.1	626.7	380.3	426.4
ZNF576	857.95	578.4	549.3	489.9	552.7	715.65	598.85	811.35	622.15	723.85	948.55	663.6	715.1	652.05
ZNF577	146.8	86.4	140.95	117.75	202.65	166.1	69.05	104.05	41.35	103.3	285.65	103.8	172.4	75.3
ZNF578	83.55	57.7	87.55	129.65	33.55	46.1	95	98.65	100.4	39.05	240.55	76.6	41.8	31.9
ZNF579	616.7	631.4	533.5	560.4	407.3	1365.2	434.4	830.4	243.2	1901.3	2051.5	946.8	1285.1	1287.7
