geneNames	GSM878095	GSM878096	GSM878097	GSM878098	GSM878099	GSM878100	GSM878101	GSM878102	GSM878103	GSM878104	GSM878105	GSM878106	GSM878107	GSM878108
CATSPERB	105.6	58.95	45.15	56.55	67.8	61.85	44.1	57.2	83.8	89.25	128.3	74.3	94.5	51.3
CATSPERD	8.1	6.8	8.5	12.4	25.1	31.1	10.9	7.4	8.3	11	72.9	4.3	43.5	16.6
CATSPERG	60	37.5	40.7333333333333	75.0333333333333	46.8666666666667	28.8666666666667	14.1	11.3666666666667	25.3333333333333	31.6333333333333	270.4	26.0333333333333	87.4	37.4666666666667
CATX-1	5.6	37.4	16	7.7	18.05	21.95	13.65	9.8	20.05	44.1	179.85	12.35	30.15	30.25
CAV1	23509.45	26315.1	27117.65	19575.8	18245.5	32981.4	30945.3	35903	43081	15187.5	19151.75	32809.05	15211.8	15590.2
CAV2	9403.93333333333	6997	11901.4333333333	8810.1	7892.83333333333	14178.5333333333	10140.6666666667	8875.1	13977.5	9247.76666666667	9563.9	11797.3333333333	6285.56666666667	8494
CAV3	39.2	267.5	174.7	15.4	55.2	45	90.6	110.2	22.8	401.9	405.9	129.5	342.5	179.2
CBFA2T2	408.36	472.88	332.3	430.94	373.92	791.26	322.34	379.8	329.36	456.2	488.68	389.2	583.38	325.48
CBFA2T3	88	135.5	35	26.7	88.4	42.7	93.2	71.1	25.3	83.4	180.6	65.3	165.9	131.5
CBFB	4123.25	4417.65	4125.75	3579.7	4418.6	4305.15	4760.7	4049.15	4726.85	4871.25	3530	4904.2	3754.9	4764.3
CBL	1006.48	1139.24	816.72	811.04	743.3	847.92	804.88	745.12	671.9	808.74	800.5	639.32	854.08	879.1
CBLB	3418.2	4282.5	2438	2477.46666666667	1751.4	6330.86666666667	2525.26666666667	3746.53333333333	2405.53333333333	4923	4603.8	2671.3	3647.6	4485.03333333333
CBLC	122.2	15.3	46.55	22.95	79.2	23.7	66.1	71.7	35.1	14.95	72.9	194.6	150.2	35.9
CBLL1	965.7	1235.7	828.45	806.9	973.2	948.15	1566.7	1294.1	1346.45	710.2	789.6	825.2	995.35	921.65
CBLN1	118.4	18	51.1	9.8	8.8	139.4	54.5	65.8	20.1	66.3	95	44.9	15.7	109
CBLN2	132.5	133.9	39.9	62.5	37.1	6.7	19.8	73.5	66.9	105.5	180.8	24	221.4	113.3
CBLN3	583.4	496	434.2	597.3	454.8	160.2	510.7	379.5	609.5	940.4	872.8	1026.4	809.5	649.7
CBLN4	35.05	27	36.6	27.65	87.7	23.1	25.15	18.75	30.55	48	45.95	73.7	45	52.1
CBR1	3689.4	2590.1	3926.2	3584.9	3716	2764	3535.7	2747.2	3081.5	3211.1	3888.5	3111.1	4376.5	3814.4
CBR3	2079	1953.3	2691	2926.9	3193.7	2013.4	3320	1829.8	3236.5	1701.5	1905.4	1532.2	1377.9	1838.5
CBR3-AS1	84.9	253.35	38.25	75	157.6	138.25	183.25	268.65	24.5	33	109.5	66.95	44.2	165.9
CBR4	778.733333333333	708.133333333333	748.5	980.033333333333	822.1	823.6	802.5	1066.1	930.633333333333	854.766666666667	826.933333333333	610.833333333333	776.566666666667	727.266666666667
CBS	1058.2	4060.03333333333	505.333333333333	556.533333333333	392.1	874.6	579.2	1422	953.633333333333	2159.26666666667	1597.5	1152.76666666667	1750.06666666667	1610.56666666667
CBX1	10075.5	10566.2	8969.2	10174.3	10317	9044.7	12391.6	11301.9	8531.6	8244.7	7243.1	9015.1	8765.6	9383.1
CBX2	125.65	157.55	90.825	60.175	165.9	127.725	190.25	131.45	152.95	42.075	297	104.2	206.775	122.275
CBX3	5496.05	6105.175	6049.275	5860.4	6473.45	8042.175	9723.925	9771.125	7977.025	4966.225	4603.975	4617.625	6675.725	5431.7
CBX3P2	88.9	21.7	46.1	58.5	31.7	29.4	52.9	59.7	44.7	59.1	25.4	82	118.1	111.3
CBX4	4086.6	3187.95	2071.75	1830.9	2234.45	4226.45	2687.85	3951	3138.6	4790.25	3869.35	3329.35	5081.9	3751.2
CBX5	1141.6	1750	1010.75	1131.1	804.616666666667	637.15	1534.23333333333	1165.88333333333	948.45	917.1	1104.01666666667	997.266666666667	1083.36666666667	1069.76666666667
CBX6	3200.85	3288.2	3389.35	4039.1	3629.65	2387.9	3405.25	3281.8	2968.95	2618.45	2263.5	3129.75	3241.8	2898
CBX7	764.2	565	956.5	1249.5	317	1589.4	882.5	788.7	644.1	1548.5	1444.3	1252.7	1217.5	1090.4
CBX8	224.5	414	108	169.7	291.5	26.2	22.5	9	5.4	481.6	197.5	315.2	221.5	344.4
CBY1	941.7	942.7	762.3	1161.95	1155.3	1110.45	1328.4	1269.75	1032.45	752	628.7	703.7	995.15	908.1
CBY3	56.8	9.5	72.6	13.8	13.8	72.3	72.2	63.7	5.9	29.1	46.2	17.5	51.5	8.2
CC2D1A	409.6	524.45	300.775	386.85	330.3	287.2	199.675	259.6	232.65	732.875	778.4	590.775	609.025	632.125
CC2D1B	455.45	565.3	289.5	345.4	490.8	413.6	335.6	361.05	402.85	520.65	492.4	494.1	413.25	540.65
CC2D2A	306.7	319.25	268.575	396.575	346.6	211.175	332.1	245.95	325.825	203.025	409.225	296.475	287.475	286.325
CC2D2B	137.8	173.3	40.9	132.3	102.6	136.4	34.7	74.1	88.8	309	165.9	43.5	78	183.2
CCAR1	2055.93333333333	2130.43333333333	2344.4	2501.93333333333	2005.26666666667	3645.73333333333	2816.76666666667	2912.66666666667	2739.16666666667	1985.6	1728.36666666667	1254.6	1626.96666666667	1407.1
CCAR2	354.7	406.2	190.233333333333	240.966666666667	300.8	375.566666666667	382.633333333333	514.533333333333	395.933333333333	426.766666666667	256.066666666667	169.4	332.3	171.3
CCBE1	2856.5	1759.16666666667	1575.63333333333	2734.5	1574.16666666667	1526.13333333333	2768.8	1511.63333333333	1419	2291.36666666667	4826.03333333333	2680.6	3551.4	3247.96666666667
CCBL1	286.666666666667	270.866666666667	255.766666666667	272.966666666667	159.4	188.033333333333	193.166666666667	179.4	124.466666666667	229.233333333333	621.033333333333	231.7	321.466666666667	362.366666666667
CCBL2	4579.2	5339.6	4636.8	4696.8	4699.9	4498.8	5327.2	6402.5	5376.8	3945.2	4048.9	3642.6	4804.1	4336.3
CCDC101	416.45	703.95	534	530.4	573.85	466.45	487.9	535.95	431.9	688.25	764.75	614.55	919.6	756.6
CCDC102A	402.7	660	309.3	454.8	342.2	797.9	519.1	421	381.5	675.8	651.3	649.4	765.8	828.4
CCDC102B	58.9	10.7	60.4	57.8	2.1	28	12.6	17.7	42	13.1	307.4	11.9	106.1	80.8
CCDC104	3166.5	3038.4	3464.4	2890.7	2706.5	3863.8	3339.7	4322.8	3612.1	3113	3996	2985.9	4840.3	3019.3
CCDC105	182.3	104.1	78.5	244.8	149.7	77.7	77.5	84.1	19.9	115.9	526.5	91.3	222.2	114.6
CCDC106	489.1	398.9	448	455	514.8	259.2	311.6	229.7	309	807.6	497.2	880.8	655.5	691.1
CCDC107	1050.4	586.9	1024.5	1066.6	984.2	1978.2	1576.1	1174.3	1125	1537	1622.4	976	1059.9	828.5
CCDC108	18.1333333333333	19.9333333333333	22.2333333333333	15.8333333333333	7.43333333333333	13.4333333333333	14.8666666666667	14.6333333333333	12.0666666666667	12.7666666666667	225.4	16.6666666666667	57.1333333333333	29.5
CCDC109B	2658.6	3176.2	4994.4	2886.6	2269.6	2590.9	3079.2	3558	3425.6	2227.7	2257	2862	1488.3	2389.3
CCDC11	38.85	26.95	12.7	91.45	29.7	56.85	58.75	62.6	38.4	131.55	123.85	56.3	52.95	80.85
CCDC110	109.8	46.6	174.1	136.9	69.4	105.7	124.1	8.9	86.1	19.5	40.3	22.8	21.4	142.8
CCDC112	320.7	224.1	208.8	231.5	254.5	290.8	285.2	259.9	309.5	214.8	216.6	415.1	209.7	190
CCDC113	556.8	567.7	332.4	634.2	463.4	610	919.5	597.8	671.3	535.1	511	520.4	578.3	447.9
CCDC114	23.1	6.8	4.4	5.5	26.2	127.3	9.1	66.9	72.8	28.7	126.3	10.8	51.1	11.9
CCDC115	2899.5	2507.9	3355.5	2599.9	2356.6	2849.7	3704.9	2272.2	3434.7	3415.2	2664.6	3483.9	3488.8	3263.6
CCDC116	28	47	162.2	47.8	57	20.9	9.7	52	32.1	60.7	145.4	72.3	41	54.4
CCDC117	1293.8	1283.8	1892.65	2152.1	1493.35	1966.05	1767.65	1791.9	1669.45	1548.5	1137.15	1154.6	1344.45	1221.55
CCDC12	2508.1	1975.5	3297.4	3266.4	2632	1281.9	2055.9	2162.1	2542.7	1807.4	1649	1506.8	1252.9	1665.1
CCDC120	72	15.7	8.3	19.05	69.95	45.55	19.7	56.35	83.25	43.3	91.4	107	149.8	26.4
CCDC121	66.8	59	73.2	88.1	148.5	112.3	96	108.7	125.8	71.4	137.2	129.8	44.3	25.6
CCDC122	148.9	110.3	22.9	175.9	85.1	145.7	57.5	51	47.2	123.8	127	10.5	6.1	95.1
CCDC124	764.85	850.4	608.15	443.1	580	216.2	345.9	256.65	293.05	795.75	615	801.6	903.4	907
CCDC125	207.75	184.65	202.6	167.8	283	161.2	123.15	154.8	167.05	270.4	270.85	217	137.2	234.05
CCDC126	412.75	537.85	915.15	896.4	700.45	592	690.35	557.65	622.8	601.55	691.7	424.4	520.05	606.65
CCDC127	1411.35	1400.9	1400.85	1527.5	1668.85	1637.55	1467.75	1485.9	1373.7	1801.6	1922.2	1416.1	1602.75	1512.35
CCDC129	29.45	10.75	37.25	33.35	125.35	58.55	72.4	118.3	61	72.45	149.85	64.8	34	76.5
CCDC13	245.525	179.15	167.825	142.125	116.025	202.025	185.15	173.15	269.7	205	601.975	282.375	188.775	182.525
CCDC13-AS1	137.1	115.3	113.3	17.5	238.7	149.1	27.7	205.8	203.2	254.4	284.4	26.6	26.8	119.1
CCDC130	898.4	708.9	714.8	812.6	738.9	774.6	678.4	743.9	582.5	1215.6	932.6	788.1	555.3	772.6
CCDC132	487.225	662.325	529	650.325	739.45	452.5	584.3	564.025	751.85	323.875	335.8	566.575	317.35	467.05
CCDC134	264.15	206.05	130.9	228.55	263.55	247.55	239.95	124.8	221	320.35	416.2	260.55	362.3	291.55
CCDC135	9.6	40.8	8.5	7.8	23.6	12.5	9.8	13.2	10.4	15.7	121.1	13.1	51.7	9
CCDC136	233.2	228	101.966666666667	291.6	205.633333333333	125.733333333333	110.066666666667	118.833333333333	123.4	206.866666666667	391.233333333333	179.1	124.966666666667	200.333333333333
CCDC137	566.8	579.6	491.8	331.4	675.8	363.1	916.1	460.7	574.7	729.8	743.7	724.9	599.1	642.6
CCDC138	156.3	150.8	60.9	73.25	233.75	80.15	147.7	173.8	141.15	46.1	190.7	137.65	62.6	48.6
CCDC14	1250.2	877.266666666667	1293.43333333333	1645.43333333333	1374.1	2094.5	1702.3	1255.63333333333	1178.13333333333	1647.86666666667	2199.3	1034.2	2167.66666666667	1550.26666666667
CCDC140	105.1	89.4	16	56.9	4.2	79.4	3.9	48.3	26.7	41.8	351.1	112.6	213.9	140.9
CCDC141	52.4	33.2	27	15	23.05	9.3	25.2	48.35	54.1	56.45	40.55	87.2	5.15	28.55
CCDC142	87.7	73.8	7.9	85.3	163.8	175.3	178.3	144	199.2	180.8	262.9	77.9	48.7	11.9
CCDC144A	44.85	24.6	34.05	24.2	29.05	40.1	56.65	30.25	14.25	92.3	109.5	95.4	80.35	48
CCDC144CP	67.2	99.7	11.6	20.2	59.3	99.4	63.1	16.7	104.3	72.9	246.3	119.9	134	80.6
CCDC146	382.4	530.2	496.3	399.6	196	535.8	323.9	67	249.5	215.2	1046.4	206.4	408.3	423
CCDC147	63.65	133	91.6	124.85	128.05	140.7	126.95	128.45	90.6	105.9	441.25	122	181.35	67.8
CCDC148	154.4	95.45	110.8	77.45	35.85	148.8	114.45	99.2	112.8	76.3	156	150.3	188.6	163.3
CCDC148-AS1	7.4	14.4	8	7.4	10.3	8	3.1	6.4	2.9	7	72.6	17.1	13	7
CCDC149	382.125	318.4	267.025	283.8	264.125	261.35	232.225	216.15	227.7	399.8	539.45	317.35	334.475	258.4
CCDC15	147.95	280.65	205.25	188.2	180	168	244.8	146.75	168.3	170	259.95	175.75	78.2	112
CCDC150	95.8666666666667	110.733333333333	115.5	72.9	106.7	57.6333333333333	68.2666666666667	24.7	28.1666666666667	29.5	306.2	73.9666666666667	84.1666666666667	47.9666666666667
CCDC151	128	319	181.8	234	231.3	109.9	290.3	38.9	81.3	444.4	559.8	457.6	253.6	124.8
CCDC152	1681.5	1158.95	667.85	890.2	656.6	1966.6	1203.05	1033.8	1059.15	860.35	1288.15	637.95	1029.95	814.45
CCDC153	153.4	75.4	121.1	18.6	23	112.6	153	154.4	78.7	139.8	129.2	155.9	23.4	29.1
CCDC154	25.4	18.5	39.9	14.5	19.2	23.6	20.1	25.6	28.1	19.7	132.5	22.5	28.5	80.9
CCDC155	53.5	144.2	20.7	80.2	178	60	52.1	34.7	73	162.5	764.6	77.3	140.6	154.4
CCDC157	224.433333333333	241.5	94.1	93.4333333333333	155.7	98.8666666666667	167.5	232.566666666667	103	124.066666666667	297.9	98.5666666666667	195.266666666667	203.333333333333
CCDC158	117	42.8	18.1	43.9	17.8	77.4	20.6	74.45	45.8	34.5	172.8	33.3	48.05	29.6
CCDC159	120.6	29.2	83.3	206.7	32.6	38.9	44.9	84.6	74.5	121.7	197.6	206	114.2	24.9
CCDC160	24.6	9.1	24.6	14.3	2.8	34.1	52.4	43.4	1.6	20.2	363.1	2.8	11.9	7.3
CCDC163P	343.15	448.7	373.5	470.65	312.25	198.2	124.35	140.3	311.8	380.15	796.05	126.35	213.8	164.35
CCDC167	1044.2	1417.3	1420.3	1752.3	2286	2037.1	2101.1	2719.9	1700.4	1148.9	1568.5	1664.2	1671.7	1440.4
CCDC168	45.0333333333333	17.8	12.8333333333333	14.3666666666667	11.6333333333333	27.8333333333333	8.96666666666667	60.8333333333333	40.8	41.6	120.3	34.1333333333333	39.4333333333333	40.3666666666667
CCDC169	96.875	104.85	52.65	102.95	131.475	82.875	118.275	63.75	143.85	80.775	224.475	88.4	125.875	106.675
CCDC17	144.3	155.2	133.1	43.1	177.1	11.6	116.7	133.7	113.2	190.7	122.7	162.6	42.5	198.9
CCDC170	160.4	84.4	399.1	252.7	232.1	146.2	192.9	12.4	124.6	357.5	137.6	335.4	272.7	436.1
CCDC171	59.3857142857143	71.4	45.7857142857143	45.3428571428571	82.3714285714286	74.2	51.4714285714286	73.9142857142857	66.2142857142857	61.2	119.185714285714	51.7	96.1142857142857	50.8714285714286
CCDC172	22.2	131.1	62.2	77.1	55.1	14.8	22.6	66.2	120.8	50.7	114.7	26.1	116.4	15.5
CCDC173	12.6	13.9	4.9	70.7	67.9	7.5	3.5	14.7	9.2	17.2	70.8	16.5	21.1	31.5
CCDC174	526.166666666667	553.5	465.933333333333	498.366666666667	539.5	535.366666666667	467.333333333333	553.6	493.4	688.233333333333	471.8	557.233333333333	631.533333333333	721.366666666667
CCDC176	471.45	544.1	559.3	698.85	616.95	655.3	657.15	849.65	805.25	378.15	466.45	494.35	479.55	459.1
CCDC177	17.7	180.2	66.2	19.3	104.5	63.4	111.3	21.5	155.6	29.8	913.8	6.4	47.1	147.3
CCDC178	138.2	172.8	4.5	70.5	21.7	148.4	81.2	7.3	34.1	88.4	100.5	339.4	140.8	74.2
CCDC18	128.433333333333	138.266666666667	146.733333333333	119.033333333333	146.733333333333	96.2	203.766666666667	111.933333333333	154.366666666667	112.4	164.366666666667	90.3333333333333	185.733333333333	106.5
CCDC181	102.033333333333	56.5666666666667	47.2333333333333	68.0666666666667	35.2	70.1	83.6666666666667	78.2	92.5333333333333	50.1666666666667	248	63.1	45.7	65.8
CCDC182	102.8	116.6	321	92.9	41.1	247.9	183.6	162.3	169.4	209.7	284.1	16.9	356.8	414.2
CCDC184	96.8	104.4	18.3	16.1	94	49.5	117.3	152.1	80.7	18.7	544.6	45.6	90.2	52.3
CCDC185	34.8	11.8	103.4	28.2	9	59.9	126.9	5.4	41.9	116.4	191.3	97.5	91.1	38.3
CCDC186	442.4	556.233333333333	620.866666666667	609.5	543.433333333333	562.833333333333	603.766666666667	590.4	832.766666666667	428.8	387.633333333333	392.666666666667	415.033333333333	440.066666666667
CCDC19	117.7	142	154.1	199.9	170	22.1	41.6	51	69.4	318.2	428.6	128.8	81.6	217
CCDC22	685.9	898.55	458.3	489.95	578.55	409.3	595.7	602.75	469.3	699.55	624.7	704.5	663.9	613.9
CCDC23	802.9	1038.1	1027.6	1345.6	1639	1580.6	1169.2	1436.7	1163.2	1022.4	1904.9	848.7	711.4	1168.9
CCDC24	20.4	44.8	14	22.6	15.9	21.4	19.9	17.9	40.9	17	121.4	21	45.4	28.3
CCDC25	1802.3	1487.75	1760.75	1848.75	1790.4	1079.9	1881.65	1460.25	1505.6	1496.85	1334.3	1959.35	1693	1760
CCDC26	76.7	110.7	61.4	54.8	9.1	50.9	51.5	57.2	16.2	16.8	133.2	10	108.7	17.8
CCDC27	7.6	18.1	5	27.8	16	93.9	14.1	10.8	16.5	29.3	119.2	21.6	17	32.9
CCDC28A	1198.1	2169.6	2664	2208.7	839.4	1842.8	1497.6	1850.8	1485.5	1579.8	2146.9	1848.3	1555.5	2094.6
CCDC28B	289.05	366.9	365.55	421.1	560.95	187.3	317.75	298.35	300.6	270.95	348.45	279.85	283.6	515.75
CCDC3	44.7	136.9	381.6	383.8	50.2	252.5	338.9	186.2	237.2	1783.8	1774.3	295.3	397	482
CCDC30	28.8	31.6	61.5	80.7	61.75	52.15	51.9	105.75	115.05	151.55	251.75	89.05	78.35	75.85
CCDC33	256.6	278	220.5	201.25	289.75	263.6	141.95	241.75	160.6	302.2	318.1	391.65	410.15	297.15
CCDC34	1026.75	887.25	832.55	644.9	718.6	774.9	1049.35	888.55	804	492.2	863.2	753.25	818.55	711.55
CCDC36	171.033333333333	186.8	194.833333333333	134.2	181	173.533333333333	151.3	186.666666666667	224.766666666667	180.933333333333	396.266666666667	189.966666666667	254.433333333333	189.3
CCDC37	102.4	107.85	73	109.15	105.5	129.05	122.1	118.15	121.25	130.85	206.1	259.1	144	142.2
CCDC37-AS1	85.6	66.6	39.9666666666667	45.7333333333333	67.3666666666667	76.0666666666667	55.3	41.4333333333333	39.4333333333333	129	85.2	135.333333333333	38.2666666666667	89.4
CCDC38	121.1	126.6	29.9	135.7	134.9	50.6	134.5	106	130.1	90.9	123.7	90.8	26.1	144
CCDC40	125.04	136.54	128.8	107.22	104.88	151.16	101.7	89.7	94.1	106.32	196.2	104.52	106.2	126.36
CCDC42	152.1	47.9	75.4	55.7	109.6	47.2	89.3	63.9	15.8	159.5	325.2	56.1	11.5	18.8
CCDC42B	141.65	237.65	123.6	80.15	77.9	123.1	108.2	167.15	92.35	125.4	146.35	70.25	62.2	194.4
CCDC43	1673.5	1254.2	1739.3	2097.3	2351	1892	2985.9	2180.9	2818	1647.9	1263.9	1782.9	1802.2	1554.4
CCDC47	2469.65	3778.35	4213.7	3131.6	3576	4522.05	2919.15	4078.25	4724.45	3448.65	2422.7	2892.5	3422.15	3022.2
CCDC50	3041.72	2158.84	2517.36	2231.26	2745.06	3069.06	2415.82	2740.28	2994.4	1492.86	1569.24	1942.54	1306.42	1868.58
CCDC51	1393.5	1258.4	1460	1151.9	1562.2	964.8	1260.1	1088.9	1329.3	1182.8	984.3	895	1193.1	1188.5
CCDC53	5490.5	5160.9	6422.2	5354.4	4334.2	5178.7	4837.3	6219.6	5102.4	4043.3	2757.7	4856.1	3967.5	4279.2
CCDC54	74.6	78.4	6.7	12	14.4	6.3	2	37.5	63.1	87.7	33.6	20.2	26.3	84.6
CCDC57	107.46	111.68	113.38	100.86	84.18	171.12	69.6	147.18	95.12	87.8	432.96	102.6	134.82	169.94
CCDC58	759.9	536.3	182.5	185.7	1689.5	1832.8	1396.5	1982	1659.6	290.5	86.8	1114	160.4	520.2
CCDC59	2204.7	2086.95	2528.75	2505	2633.7	3557.55	3981.25	4544.7	3443.2	2737.3	2496.7	2334.05	2878.8	2670.3
CCDC6	3930.3	5448.3	3648.15	4320.25	3910.25	3249.25	3800.15	4719.3	4305.55	2614.1	3131.4	3921.7	3933.55	4106.65
CCDC60	174.4	179.2	150.6	35.6	58.8	62	31.8	137.4	61	42.2	277.3	49.4	352.9	71.3
CCDC61	169.3	184.1	85.2666666666667	122.433333333333	113.733333333333	56.2333333333333	131.466666666667	96.5333333333333	99.0666666666667	173.6	490.5	127.6	138	200.5
CCDC62	129.6	141.1	101.4	108.2	112.6	280	71.6	206.7	129.9	248.7	360.5	21.9	273.2	37.4
CCDC63	135.7	63.6	65.5	8.3	47.3	53.9	12.2	87.2	59	33.2	87.3	84	36.7	11.3
CCDC64	102.2	167.75	89.7	132.3	144.55	100.35	113.95	226.95	130.9	180.15	237.7	190.2	124.2	345.5
CCDC64B	228.2	200.9	25.9	125.7	163.4	537.8	93.7	239.9	111.2	569	380.9	227.5	359.8	78.7
CCDC65	58.1666666666667	40.4666666666667	25.8666666666667	37.7666666666667	21.4666666666667	87.4	25.0333333333333	59.3	6.53333333333333	14.9333333333333	216.3	40.9666666666667	79.1333333333333	23.4666666666667
CCDC66	303.35	319.1	375.85	448.85	294.65	317.85	400.4	388	417.9	305.05	296.35	364.7	337.15	189.55
CCDC67	49.375	35.125	18.85	28.2	20.825	13.75	34.3	44.125	20.7	54.475	127.125	26.675	103.7	53.525
CCDC68	476.7	181.1	784.2	120.3	291.5	677.3	454.9	206.6	114.6	126.5	818.8	303.5	645.9	489.6
CCDC69	79.45	11.8	197.55	45.65	123.8	117.45	108.05	55.85	61.95	140.6	122.2	19.85	69.5	81.65
CCDC7	46.3	68.2666666666667	85.3666666666667	61.2	96.3666666666667	178.1	127.666666666667	63.1333333333333	23.5666666666667	142.866666666667	229.333333333333	86.0333333333333	126	221.833333333333
CCDC70	86.3	152.3	76.7	165.8	8.7	48.6	155.2	84.8	44.1	29.3	241.5	168.3	122.4	206.4
CCDC71	248.9	231.1	126.2	161.4	332.4	337.3	177.5	40.8	149.7	311.9	808.9	224.6	563.1	338.2
CCDC71L	1159.1	1360.625	1132.05	1832.05	1094.5	1357.175	1391.6	932.225	1289.375	1470.3	1089.425	1601.325	730.25	1473.55
CCDC77	298.9	409	388.2	355.9	314.4	251.2	419.1	193.2	323	320.3	242.8	563.1	373.4	434.1
CCDC78	133	34.3	39.3	24.8	78.4	31.1	113.7	35.9	16.7	140.7	351.5	64.4	112.8	184.5
CCDC79	11.5	30.7	12.3	10.6	6	15.5	57	6	4.8	6.6	53.5	10.4	10	17.9
CCDC8	635	1243.3	597.7	813.55	448.9	1270.15	1504.05	1220.95	666.6	744.5	592	552.45	725.7	588.4
CCDC80	22228.9	20894.9	16098.3	23917.0333333333	14227.7333333333	15447.0666666667	16594.6	17478.5666666667	16139.0666666667	21615.7666666667	16014.9333333333	15521.6333333333	25559.4666666667	16058.0333333333
CCDC81	220.2	272	337.6	253.6	712.2	925.4	324.1	152	413.2	260.4	702.3	297.4	139	292.2
CCDC82	990	757.675	1408.775	1100.6	1615.525	1313.225	1024.825	903.975	1052.2	979.25	832.45	962.25	1120.5	956.6
CCDC83	39.2	49.1	1.4	1.9	50.7	52.3	2	6.3	15.3	40.5	53.7	81.4	6.1	6.7
CCDC84	1414	994.3	1171.8	1070.4	1072.8	1454.7	895.1	1021.7	1043.5	799.9	755.5	574.4	662.9	368.7
CCDC85A	64.2	86	35.9	28.2	50.5	11.25	236.8	103.7	70.8	161.25	216.2	21.4	25.15	75
CCDC85B	2093.36666666667	837.266666666667	1934.46666666667	1912.03333333333	1722.53333333333	1261.73333333333	1368.56666666667	947.033333333333	1241.46666666667	1931.06666666667	2249.56666666667	1678	2090.56666666667	1621.26666666667
CCDC85C	772.95	1060.9	923.8	568.15	659.75	530.8	520.75	494.9	647.25	777.15	470.2	835.75	843.35	1145.15
CCDC86	1557.4	1895	925.6	1000.2	1516.5	719.2	1275.4	1301.8	1134	1574	1036.1	947.9	1279.4	1389.5
CCDC87	24.2	23.4	27	71.3	15.7	86.6	12.9	95.7	40.6	60.3	413.8	27.5	43.7	78.4
CCDC88A	638.583333333333	624.066666666667	727.133333333333	765.983333333333	741.95	680.366666666667	918.05	489.333333333333	668.116666666667	519.866666666667	717.7	661.883333333333	483.916666666667	698.866666666667
CCDC88B	72.2	119.3	50.5	67.8	35.1	43.1	21.2	134.6	89.9	45.8	205.1	141.1	115.9	138.3
CCDC88C	41.8666666666667	21.4666666666667	11.5666666666667	30	32.9	83.1333333333333	34.6666666666667	27.7	19.1333333333333	66.6333333333333	142.033333333333	19.8	38.1333333333333	87.2666666666667
CCDC89	76.5	62.9	81.9	118.3	52.2	81.7	127	173.4	149.4	65.3	164.1	136.7	69.5	103.3
CCDC9	313.8	648.1	372	388.2	600.4	407.6	416.6	373.7	309.5	580.8	761.8	485.5	531	661.9
CCDC90B	2034.66666666667	2010.73333333333	2138.4	1998.5	2511.63333333333	2282.8	2107.63333333333	2747.36666666667	1924.06666666667	1819.4	1914.33333333333	1790.9	2295.1	1682.1
CCDC91	1378.15	1315.3	1724.2	2131.45	1532.3	1458.75	1673.7	1682.25	1786.7	905.2	961.6	1099.05	800.35	1093.45
CCDC92	4831.9	6846.1	5576.7	4699.5	4895.5	4323.1	4269.8	4700.6	3994.6	7227.8	6909.4	8851.2	7199.8	9563.5
CCDC93	653.375	681.575	750.2	734.55	619.025	1045.925	756.8	762.05	865.3	666.975	892.875	560.825	637.575	705.675
CCDC94	455.7	594.1	332.1	473.7	274.2	522.3	408.4	478.4	441.1	254.5	185.5	576.2	481.5	379.5
CCDC96	252.3	209.1	348.9	237.9	80.4	140.5	523.5	237.8	303.7	325.9	431.3	414.2	165.5	214.5
CCDC97	301.766666666667	426.333333333333	248.9	256.433333333333	230.033333333333	187.066666666667	273.8	288.7	316.5	407.4	410.566666666667	342.1	344.133333333333	416.466666666667
CCER1	147.7	84.9	77.4	13.2	15.9	23.2	9.8	33.6	47	24.6	68.8	21.8	82.9	79.5
CCHCR1	601.65	530.225	389.375	456.55	390.95	510.65	816.975	594.8	451.05	670.9	883.325	510.05	558.525	748.425
CCIN	170.5	86.7	109.3	11.5	246.5	125.5	167.2	34.6	24.7	19.9	82.7	49.6	13.4	24
CCK	11.1	100.8	27.6	14.7	11.4	103	132.8	245.1	38.9	43	168.6	148.9	276.8	55.4
CCKAR	178.75	191.8	398	497.55	120.45	62.95	49.1	267.65	121.15	137.2	522.2	95.15	192.3	142.9
CCKBR	24.3	144.6	132.7	128.45	77.7	58.75	107.65	109.35	99.9	132.95	422.95	74.75	197.05	82.45
CCL1	21.2	15.4	8.8	10.1	11.8	30.5	87	104.5	17.7	13.5	88.7	33.1	21.5	8.1
CCL11	160	16.9	121.8	18.5	13.6	52	64	88.4	8.5	154.5	369.8	24.8	171.9	188.7
CCL13	62.5	120.5	88.95	324.35	219.5	47.05	14.4	153.2	11	13.95	385.05	21.8	48.55	18.85
CCL16	31.5	26.2	9.2	12	6.6	26.6	5.5	7.5	6.7	96.5	110.8	12.3	21.2	103.9
CCL17	73.5	86.2	122	128.1	99.9	52.2	117.1	50.6	38.2	113.8	320.9	201.1	100.2	94.4
CCL18	58.5	197.7	17.5	113.3	124.15	33.05	170.6	172.65	146.65	78.95	1255.55	80.95	270.7	188.05
CCL19	89.2	111.4	131.6	107.7	80.2	72.5	46.5	147.3	40.1	104.1	725.2	32.4	306.8	61.2
CCL2	15871.8	7405.2	16354.6	34788.5	25617.5	11545.8	8226.5	3306.4	8559.6	5976.4	8793.4	20504	8926.7	19336.9
CCL20	42	20.4	34.9	2474	936.3	1835.1	240.7	28.4	23.6	98.2	129.7	56.9	400.4	30.1
